spec	Collection Coden	full_species	genus	species	genus_species	Subfamily	Tribe	County (nr = not recorded)	Locality	Date (nr = not recorded)	YYYY-MM-DD	Year	Month	Day	Collector/Photographer	No. specimens	Lat	Long	D-D Lat	D-D Long	GPS error (m)	Collecting Method	Notes	Specimen or Image ID no. (if applicable)
spec0093	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Fayette	Horse Farm: railroad path	5/16-5/31/2012	5/31/12	2012	5	31	Hym Institute	1	38°00'28"N	84°22'09"W	38.0078	-84.3692		Malaise trap		
spec0094	PDBC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Fayette	4108 Kentucky River Parkway	6/1-30/15	6/30/15	2015	6	30	Michael J Sharkey	1	37.859444°N	 84.371944°W	37.859444	-84.371944		Malaise trap		
spec0095	EGCCRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Fayette	4108 Kentucky River Parkway	6/30/16	6/30/16	2016	6	30	Michael J Sharkey	1			37.8594	-84.3733		Malaise trap		EGCCRC_000369
spec0096	iNat	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Franklin	Frankfort 40601	5/25/19	5/25/19	2019	5	25	flora_fungi_fauna	1			38.2211655	-84.84877	1702	Photo only		25816495
spec0097	OSUC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Grant	Corinth	5/31/95	5/31/95	1995	5	31	Dasch, C.	1			38.4967	-84.5642				OSUC 177039
spec0098	iNat	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Jefferson	Jefferson County	6/19/21	6/19/21	2021	6	19	nanofishology	1			38.2383111	-85.699967		Photo only		84012031
spec0099	EGCCRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Laurel	Along SR 192, E of Baldrock	6/5/10	6/5/10	2010	6	5	Eric G. Chapman	1			37.017	-84.307833		Collected from flowering milkweed		EGCCRC_000137
spec0100	EGCCRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Laurel	Along SR 192, E of Baldrock	6/5/10	6/5/10	2010	6	5	Eric G. Chapman	1			37.017	-84.307833		Collected from flowering milkweed		EGCCRC_000129
spec0101	JMLC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Laurel	Daniel Boone National Forest, trail near Bee Rock campsite	5-VI-2010	6/5/10	2010	6	5	JM Leavengood, Jr., EG Chapman & M Spelman	2			37.029	-84.319				
spec0102	JMLC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Laurel	Daniel Boone National Forest, trail near Bee Rock campsite	5-VI-2010	6/5/10	2010	6	5	JM Leavengood, Jr., EG Chapman & M Spelman	2			37.029	-84.319				
spec0103	JMLC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Laurel	Daniel Boone National Forest, off Craig's Creek Road	6-VI-2010	6/6/10	2010	6	6	JM Leavengood, Jr., EG Chapman & M Spelman	1	36 59.173'	84 15.086' 	36.9862	-84.2514		Collected from milkweed		
spec0104	iNat	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Laurel	London: 171 Pennington Bowling Ln	6/22/19	6/22/19	2019	6	22	corriemomof5	1			37.0963035	-84.087143	151	Photo only		28115907
spec0105	BugGuide	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Letcher	Deane	5/18/14	5/18/14	2014	5	18		1			37.239	-82.773	1000	Photo only		922648, 922649
spec0106	EGCCRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/22/09	5/22/09	2009	5	22	Eric G. Chapman	1			37.571667	-84.218667				EGCCRC_000140
spec0107	EGCCRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek area	6/18/11	6/18/11	2011	6	18	Eric G. Chapman	1			37.5448	-84.2285		Collected from log pile		EGCCRC_000328
spec0108	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Pinnacle Peaks	4/29/12	4/29/12	2012	4	29	Eric G. Chapman	1	37°33.26'N	84°14.446'W	37.5543	-84.2408		Net		
spec0109	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	The Bull: forest edge	4/26-5/16/2012	5/16/12	2012	5	16	Hym Institute	2	37°52'55"N	84°21'20"W	37.8819	-84.3556		Malaise trap		
spec0110	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	The Bull: forest edge	4/26-5/16/2012	5/16/12	2012	5	16	Hym Institute	2	37°52'55"N	84°21'20"W	37.8819	-84.3556		Malaise trap		
spec0111	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	2	37.5397	-84.2277	37.5397	-84.2277		Malaise trap		
spec0112	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	2	37.5397	-84.2277	37.5397	-84.2277		Malaise trap		
spec0113	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/13-5/20/2013	5/20/13	2013	5	20	EG Chapman & S Stedenfeld	1	37.57258	-84.21676	37.57258	-84.21676		Malaise trap		
spec0114	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/20-5/27/2013	5/27/13	2013	5	27	EG Chapman & S Stedenfeld	1	37.5397	-84.2277	37.5397	-84.2277		Malaise trap		
spec0115	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	2	37.54401	-84.22981	37.54401	-84.22981		Malaise trap		
spec0116	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	2	37.54401	-84.22981	37.54401	-84.22981		Malaise trap		
spec0117	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.5397	-84.2277	37.5397	-84.2277		Malaise trap		
spec0118	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.57165	-84.21799	37.57165	-84.21799		Malaise trap		
spec0119	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	6/3-6/10/2013	6/10/13	2013	6	10	EG Chapman & S Stedenfeld	1	37.53911	-84.22883	37.53911	-84.22883		Malaise trap		
spec0120	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	6/3-6/10/2013	6/10/13	2013	6	10	EG Chapman & S Stedenfeld	1	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec0121	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	6/10-6/17/2013	6/17/13	2013	6	17	EG Chapman & S Stedenfeld	1	37.54401	-84.22981	37.54401	-84.22981		Malaise trap		
spec0122	ABRC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/15/16	5/15/16	2016	5	15	Eric G. Chapman	1	37.54	-84.22	37.54	-84.22		Net		
spec0123	PDBC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek area	5/22/16	5/22/16	2016	5	22	Paul D Baker	1	37.5500°N	 84.2310°W	37.55	-84.231		Beat sheet		
spec0124	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001504
spec0125	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001331
spec0126	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001632
spec0127	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001542
spec0128	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001469
spec0129	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002289
spec0130	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002213
spec0131	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002208
spec0132	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001835
spec0133	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002151
spec0134	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001724
spec0135	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002066
spec0136	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001683
spec0137	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002013
spec0138	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/29/85	5/29/85	1985	5	29	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002174
spec0139	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/30/85	5/30/85	1985	5	30	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0002172
spec0140	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/30/85	5/30/85	1985	5	30	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001883
spec0141	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Morgan	Malone	5/30/85	5/30/85	1985	5	30	T Ramsey	1			37.872032	-83.258233	3036	Collected from Aruncus flower		UKIC_0001391
spec0142	BugGuide	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	nr	Daniel Boone National Forest	6/15/13	6/15/13	2013	6	15		1			1	1		Photo only		787771
spec0143	JMLC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Owen	Herndon Farm, 153 m elev	26-VI-2-VII-2009	7/2/09	2009	7	2	Boring, Clutts, Yu, Sharkey & Leavengood	1			38.558	-84.992		Malaise trap		
spec0144	iNat	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Powell	Daniel Boone National Forest, Stanton	5/26/20	5/26/20	2020	5	26	wild_reba	1			37.813825	-83.660542		Photo only		47418458
spec0145	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/7/82	6/7/82	1982	6	7	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001759
spec0146	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/12/82	6/12/82	1982	6	12	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001923
spec0147	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/18/82	6/18/82	1982	6	18	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002153
spec0148	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/18/82	6/18/82	1982	6	18	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001421
spec0149	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/18/82	6/18/82	1982	6	18	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002110
spec0150	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001587
spec0151	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001811
spec0152	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001787
spec0153	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002043
spec0154	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001988
spec0155	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/22/82	6/22/82	1982	6	22	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001408
spec0156	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/23/82	6/23/82	1982	6	23	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002184
spec0157	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/23/82	6/23/82	1982	6	23	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002202
spec0158	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/23/82	6/23/82	1982	6	23	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001795
spec0159	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/24/82	6/24/82	1982	6	24	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001850
spec0160	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/24/82	6/24/82	1982	6	24	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001900
spec0161	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/24/82	6/24/82	1982	6	24	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001749
spec0162	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/24/82	6/24/82	1982	6	24	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002207
spec0163	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Long Hungry	6/26/82	6/26/82	1982	6	26	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001755
spec0164	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/3/84	6/3/84	1984	6	3	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0002188
spec0165	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/3/84	6/3/84	1984	6	3	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0001574
spec0166	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/3/84	6/3/84	1984	6	3	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0001475
spec0167	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/3/84	6/3/84	1984	6	3	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0002344
spec0168	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/5/84	6/5/84	1984	6	5	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0002285
spec0169	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/5/84	6/5/84	1984	6	5	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0001700
spec0170	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch	6/5/84	6/5/84	1984	6	5	T Ramsey	1			38.198639	-83.51474	2000	Collected from Vibernum flowers		UKIC_0001946
spec0171	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Bratton Branch at I-64	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.187441	-83.496201	200	Collected from Viburnum		UKIC_0001273
spec0172	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001337
spec0173	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001402
spec0174	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001785
spec0175	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0002314
spec0176	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0001551
spec0177	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0001515
spec0178	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0001577
spec0179	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0001952
spec0180	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0001576
spec0181	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clay Lick	5/26/85	5/26/85	1985	5	26	T Ramsey	1			38.0627	-83.4501	1400	Collected from Smilacina flower		UKIC_0001612
spec0182	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Big Perry [Road]	5/28/85	5/28/85	1985	5	28	T Ramsey	1			38.2611	-83.3782	3400	Collected from Smilacina flower		UKIC_0001999
spec0183	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Clack Mountain	5/29/85	5/29/85	1985	5	29	T Ramsey	1			38.126194	-83.411016	1807	Collected from Apocynum flower		UKIC_0001586
spec0184	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3400	Collected from Aruncus flower		UKIC_0001272
spec0185	UKIC	Analeptura lineola (Say, 1824)	Analeptura	lineola	Analeptura_lineola	Lepturinae	Lepturini	Rowan	Big Perry [Road]	6/5/85	6/5/85	1985	6	5	T Ramsey	1			38.2611	-83.3782	3400	Collected from Aruncus flower		UKIC_0001375
